ticker,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,exDividendDate,payoutRatio,beta,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,nonDilutedMarketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,allTimeHigh,allTimeLow,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,fromCurrency,toCurrency,lastMarket,coinMarketCapLink,algorithm,tradeable,dividendRate,dividendYield,fiveYearAvgDividendYield,trailingPE,maxAge,priceHint,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,beta,impliedSharesOutstanding,category,bookValue,priceToBook,fundFamily,legalType,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,lastSplitFactor,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,latestShareClass,leadInvestor,forwardPE,lastSplitDate,maxAge,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,profitMargins,financialCurrency,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,numberOfAnalystOpinions,price_used,liquidity_proxy,ev_ebitda_used
CMIN3.SA,1,4,4.81,4.77,4.65,4.77,4.81,4.77,4.65,4.77,2026-01-04 21:00:00,0.6145,1.26,12.648073,4258100,4258100,8244477,12032320,12032320.0,4.73,4.74,,,25693571072.0,26128134227,4.65,6.56,11.2,3.16,1.4333675,5.551,5.3857,0.0,0.0,BRL,,,,,,False,0.52,0.1047,,15.766666,1,4,22046945280.0,0.13785,424948844,5432044538,0.91280997,0.0191,1.26,5432044538,,1.859,2.549758,,,2024-12-30 21:00:00,2025-12-30 21:00:00,2025-09-29 21:00:00,0.561,2471095040,0.3,0.37397,,1.23,3.493,-0.24961,0.16984439,0.141493,1776384000,,,12.674813,,86400,4.76,underperform,13602187264,2.504,6311273984.0,9357185024,1.89,2.022,17925320704,92.661,3.266,0.09035,0.25948998,8514413056,-899975360,5227824128,0.56,0.297,0.47499,0.35209,0.30784,0.13785,BRL,7.0,3.8,5.64167,5.65,3.76923,12,4.76,57273843.199999996,3.493
MYPK3.SA,1,2,9.08,9.07,8.9,9.07,9.08,9.07,8.9,9.07,2025-10-05 21:00:00,0.76379997,0.265,3.5713139,360700,360700,1338494,1386810,1386810.0,8.9,8.91,0,0,1332950912.0,1359909547,8.9,14.67,61403.484,0.442193,0.08674374,10.2094,11.61215,0.0,0.0,BRL,,,,,,False,0.89,0.09810001,2.39,13.484847,1,2,5922771456.0,0.0064,114039199,149769774,0.14232999,0.52234,0.265,149769774,,28.856,0.30842802,,,2025-12-30 21:00:00,2026-12-30 21:00:00,2025-12-30 21:00:00,,98383000,0.66,2.49208,2:1,0.385,4.211,-0.2922837,0.16984439,0.307138,1759708800,,,3.5713139,2010-04-27 21:00:00,86400,8.91,none,1599732992,10.681,1406643968.0,5632568832,1.038,1.777,15366537216,116.094,102.601,0.03776,0.043759998,1850771968,27874876,326113984,,-0.1,0.12044,0.09154,0.04928,0.0064,BRL,16.0,11.0,13.7,14.0,,10,8.91,12356477.1,4.211
INTB3.SA,1,2,14.74,14.6,14.5,14.82,14.74,14.6,14.5,14.82,2025-12-15 21:00:00,0.9478,0.111,7.170607,300500,300500,1955518,2803970,2803970.0,14.58,14.59,,,4778140160.0,4823957736,10.49,16.81,36.66,10.49,1.0712408,12.634,12.9065,1.128,0.07652646,BRL,,,,,,False,1.4,0.0952,,9.864865,1,2,4665254912.0,0.10824,91985769,327269860,0.72673,0.22844,0.111,327269860,,9.14,1.5995623,,,2025-12-30 21:00:00,2026-12-30 21:00:00,2025-12-30 21:00:00,0.079,482772000,1.48,2.03609,,1.046,9.335,0.20032573,0.16984439,0.916576,1765843200,,,7.1804295,,86400,14.63,buy,1070774016,3.272,499780000.0,889227008,1.486,2.418,4460379136,29.502,13.623,0.048779998,0.16176,1342580992,369348128,920024000,0.08,-0.093,0.301,0.11205,0.11368,0.10824,BRL,22.0,13.7,16.45,16.25,1.9,10,14.63,41022081.1,9.335
ISAE4.SA,1,2,28.04,27.65,27.41,27.9,28.04,27.65,27.41,27.9,2026-04-05 21:00:00,0.6728,0.26,11.139142,651200,651200,2325268,2285400,2285400.0,27.42,27.44,,,18066581504.0,19653863278,20.99,30.46,30.46,0.98,1.9196991,28.1276,25.2448,1.851,0.06601284,BRL,,,,,,False,2.64,0.0941,8.41,7.370968,1,2,32602994688.0,0.26011,285177872,400945572,0.30563998,0.21774,0.26,658883304,,32.102,0.8550869,,,2025-12-30 21:00:00,2026-12-30 21:00:00,2025-12-30 21:00:00,-0.394,2447898880,3.72,2.46159,,3.464,8.923,0.21227849,0.16984439,0.12718,1773360000,,,11.151329,,86400,27.5,hold,2164986112,3.286,3653840896.0,16007349248,3.434,3.756,9411152896,74.672,14.283,0.05001,0.12099,3703115008,284613248,-1215500032,-0.394,0.193,0.39348,0.38825,0.35616,0.26011,BRL,32.8,22.0,27.43786,27.1,3.35714,14,27.5,62848500.0,8.923
AZZA3.SA,1,2,27.11,26.62,26.01,26.64,27.11,26.62,26.01,26.64,2025-12-21 21:00:00,0.5591,0.284,5.4889865,527100,527100,3141098,4129360,4129360.0,26.21,26.24,,,5297747456.0,5475483936,22.86,45.66,105.99,17.01,0.44822097,25.623,29.9886,0.0,0.0,BRL,,,,,,False,2.48,0.0913,2.73,5.9209933,1,2,8383767552.0,0.07709,122922513,201972849,0.38157,0.49462003,0.284,201972849,,39.547,0.66225,,,2025-12-30 21:00:00,2026-12-30 21:00:00,2025-12-30 21:00:00,,911200000,4.43,4.77866,,0.709,4.567,0.13955438,0.16984439,1.584744,1766361600,,,5.480616,,86400,26.23,buy,1081299968,5.361,1835699968.0,3996600064,1.265,1.839,11819499520,50.1,58.595,0.04634,0.11609,6495300096,444169504,1075000064,,-0.041,0.54954,0.15531,0.072129995,0.07709,BRL,44.0,28.0,35.30769,35.0,1.78571,13,26.23,108313112.8,4.567
RDOR3.SA,1,2,37.02,36.5,36.16,36.79,37.02,36.5,36.16,36.79,2025-12-18 21:00:00,1.5723,0.903,12.862428,2432900,2432900,6576877,7600620,7600620.0,36.47,36.49,,,80325746688.0,81537132509,27.8,48.41,77.3,19.35,1.441445,41.1482,40.0469,4.293,0.115964346,BRL,,,,,,False,3.34,0.09020001,2.29,17.202831,1,2,95494103040.0,0.084130004,982668832,2202515735,0.52843,0.32012,0.903,2202515735,,8.771,4.1568804,,,2025-12-30 21:00:00,2026-12-30 21:00:00,2025-12-30 21:00:00,0.267,4688417792,2.12,2.83539,,1.714,8.34,0.28586316,0.16984439,3.681114,1766102400,,,12.8589,,86400,36.5,strong_buy,40560496640,18.383,11450703872.0,52103921664,2.681,2.79,55725850624,240.987,25.256,0.059809998,0.20047002,12178480128,4299656192,538366976,0.238,0.119,0.21854,0.20548001,0.17809,0.084130004,BRL,56.0,36.7,50.43846,52.0,1.30769,13,36.5,277422630.0,8.34
VALE3.SA,1,2,77.13,74.17,74.06,75.99,77.13,74.17,74.06,75.99,2025-12-11 21:00:00,2.0855,0.945,6.6012125,11731000,11731000,29091779,22676990,22676990.0,75.6,75.66,0,0,322847834112.0,329251013200,48.77,91.62,120.45,2.75,1.5114954,83.3786,66.03805,5.477,0.071009986,BRL,,,,,,False,6.9,0.08939999,10.04,26.444056,1,2,408109023232.0,0.06467,3967660390,4268780141,0.0645,0.47039002,0.945,4268780154,,43.174,1.7545282,,,2025-12-30 21:00:00,2026-12-30 21:00:00,2025-12-30 21:00:00,,13813999616,2.86,11.456985,2:1,1.911,5.309,0.34748423,0.16984439,3.581771,1765497600,,,34.353745,2007-09-02 21:00:00,86400,75.9,buy,41628999680,9.752,76863995904.0,115859996672,0.716,1.153,213594996736,61.326,50.037,0.077870004,0.05867,74708000768,15446250496,48765001728,,0.005,0.34976003,0.35986,0.27639,0.06467,BRL,103.11927,73.4711,88.88799,88.63693,2.5,12,75.9,1721183541.0000002,5.309
KLBN4.SA,1,4,3.8,3.8,3.74,3.8,3.8,3.8,3.74,3.8,2025-12-15 21:00:00,1.4699,0.191,1.7772512,1334200,1334200,2922782,3002620,3002620.0,3.75,3.76,0,0,23037147136.0,23413103373,3.415841,4.21,6.70927,0.460846,1.1130396,3.906,3.6906106,1.652,0.43473685,BRL,,,,,,False,0.33,0.0861,3.48,16.304348,1,4,38745268224.0,0.06779,1226975095,3850084661,0.0,0.19944,0.191,6143239142,,6.427,0.58503187,,,2025-12-30 21:00:00,2026-12-30 21:00:00,2025-12-30 21:00:00,-0.796,1403134976,0.23,2.11,101:100,1.872,5.346,-0.025888324,0.16984439,0.180583,1765843200,,,,2025-12-17 21:00:00,86400,3.76,none,10891384832,8.876,7247519744.0,38458572800,1.598,2.059,20697507840,267.053,16.867,0.025929999,0.14569001,5647795200,3186363136,6396243968,-0.796,-0.02,0.27287,0.35016,0.07498,0.06779,BRL,24.75248,24.75248,24.75248,24.75248,,1,3.76,11289851.2,5.346
PGMN3.SA,1,2,6.1,6.0,5.79,6.0,6.1,6.0,5.79,6.0,2025-12-25 21:00:00,1.2136,0.129,9.21875,1316900,1316900,5835703,7169410,7169410.0,5.9,5.91,,,4036984320.0,4192893602,3.04,7.62,13.143713,2.149092,0.2708217,6.6348,4.811792,0.258,0.04229508,BRL,,,,,,False,0.51,0.0832,,14.04762,1,2,7536038400.0,0.01746,117542161,658009592,0.57840997,0.23075001,0.129,684234638,,4.677,1.2636305,,,2025-12-30 21:00:00,2026-12-30 21:00:00,2025-12-30 21:00:00,0.945,260282000,0.42,0.64,,0.506,7.437,0.93037975,0.16984439,0.256518,1766707200,,,9.234375,,86400,5.91,none,185794000,0.282,1013251008.0,3690009088,0.492,1.59,14906429440,119.287,24.041,0.056339998,0.089729995,4763098112,-167316128,200372000,0.808,0.191,0.31952998,0.06797,0.05988,0.01746,BRL,10.0,5.0,7.85714,8.0,,7,5.91,42371213.1,7.437
PETR4.SA,1,2,47.0,47.2,47.08,47.84,47.0,47.2,47.08,47.84,2026-04-22 21:00:00,0.379,0.163,4.253917,24531900,24531900,46025603,65261970,65261970.0,47.77,47.78,0,0,615823638528.0,640227971065,28.86,47.84,67.5,4.12,1.2377146,37.8002,32.9553,3.199,0.068063825,BRL,,,,,,False,3.91,0.083100006,21.76,5.898765,1,2,940988432384.0,0.22134,8112812836,5446501379,0.0,0.60698,0.163,12888732761,,32.26,1.4804713,,,2025-12-30 21:00:00,2026-12-30 21:00:00,2025-12-30 21:00:00,,110128996352,8.1,11.232,2:1,1.891,4.521,0.29690945,0.16984439,0.626229,1776902400,,,,2008-04-27 21:00:00,86400,47.76,buy,50608001024,3.927,208144007168.0,384025001984,0.44,0.706,497548984320,91.963,38.603,0.08613,0.28176,236998000640,85002125312,200333000704,,0.05,0.47632998,0.41834,0.26850998,0.22134,BRL,52.0,36.6,43.73846,44.0,2.07692,13,47.76,3116911687.2,4.521
CEAB3.SA,1,2,11.29,10.97,10.75,11.09,11.29,10.97,10.75,11.09,2025-12-25 21:00:00,0.2958,1.132,5.5226007,3030400,3030400,10934213,9357630,9357630.0,10.92,10.93,,,3310853888.0,3419902830,9.44,21.3,21.3,1.88,0.41474023,11.8878,15.2641,0.0,0.0,BRL,,,,,,False,0.9,0.0801,,5.783069,1,2,5117244928.0,0.07354,207602339,302914334,0.30923,0.22642,1.132,302914334,,12.238,0.8923027,,,2025-12-30 21:00:00,2026-12-30 21:00:00,2025-12-30 21:00:00,0.229,587089024,1.89,1.97914,,0.641,4.48,0.09293318,0.16984439,0.5216,1766707200,,,5.517548,,86400,10.94,strong_buy,1043374976,3.444,1142244992.0,2740715008,1.08,1.463,7982958080,73.932,26.354,0.0635,0.16736999,4298155008,4081000,1312328960,0.206,-0.032,0.53841996,0.14309,0.15313,0.07354,BRL,24.5,17.0,20.15833,19.25,1.33333,12,10.94,102372472.19999999,4.48
SMFT3.SA,1,2,18.49,18.0,17.99,18.4,18.49,18.0,17.99,18.4,2025-12-07 21:00:00,1.0037999,0.488,8.72533,2312100,2312100,7346127,8098000,8098000.0,18.12,18.12,,,11117266944.0,11356810499,17.99,27.52,33.19,9.63,1.5351748,20.9514,23.339941,0.0,0.0,BRL,,,,,,False,1.48,0.08,,17.403847,1,2,21370384384.0,0.088199995,295041526,614213656,0.13932,0.71459,0.488,614213656,,9.479,1.9105392,,,2025-12-30 21:00:00,2026-12-30 21:00:00,2025-12-30 21:00:00,0.303,638688000,1.04,2.07442,21:1,2.951,8.136,-0.10155493,0.16984439,0.841735,1765152000,,,8.540761,2021-06-22 21:00:00,86400,18.12,strong_buy,3426137088,5.737,2626713088.0,13751504896,1.314,1.316,7241694208,242.813,12.167,0.0531,0.11505,3076961024,-13216000,2092679936,0.28,0.265,0.42490003,0.36271998,0.23433,0.088199995,BRL,38.0,26.0,32.03846,32.0,1.46154,13,18.12,146735760.0,8.136
MOVI3.SA,1,2,11.95,11.59,11.33,11.87,11.95,11.59,11.33,11.87,2025-12-21 21:00:00,0.28,0.351,8.559607,1473700,1473700,4807102,5123457,5123457.0,11.71,11.72,0,0,4032521984.0,4108153349,4.18,14.97,23.49,3.3,0.28276104,12.351948,9.424687,0.178,0.014895398,BRL,,,,,,False,0.91,0.0765,3.32,18.919353,1,2,20283576320.0,0.01951,115054688,343778523,0.65549004,0.11273,0.351,343778524,,8.204,1.4285713,,,2024-12-30 21:00:00,2025-12-30 21:00:00,2025-09-29 21:00:00,-0.106,278191008,0.62,1.37039,,1.422,3.943,1.7097507,0.16984439,0.739591,1766361600,,,8.55231,,86400,11.77,buy,3316904960,9.758,5144406016.0,19538487296,0.539,0.685,14261235712,700.647,41.955,0.066360004,0.10215,4575046144,2856065536,1347320960,-0.068,-0.003,0.3208,0.36073002,0.22680001,0.01951,BRL,17.70611,10.0,13.89278,13.8,2.0,13,11.77,60303088.89,3.943
ODPV3.SA,1,2,13.1,12.97,12.7,13.01,13.1,12.97,12.7,13.01,2025-12-18 21:00:00,0.9008,0.534,11.320821,367200,367200,3971279,6101230,6101230.0,12.85,12.86,0,0,7009897984.0,7140720736,10.25,16.57,17.181818,1.477272,2.7664855,12.1796,12.2002,1.383,0.105572514,BRL,,,,,,False,1.0,0.0764,4.36,12.018691,1,2,6592439808.0,0.22673,252879631,545093186,0.52889997,0.38914,0.534,545093186,,2.367,5.4330373,,,2024-12-30 21:00:00,2025-12-30 21:00:00,2025-09-29 21:00:00,-0.037,574505024,1.07,1.13596,11:10,2.602,7.555,0.16548038,0.16984439,0.243543,1766102400,,,11.320821,2022-04-04 21:00:00,86400,12.88,hold,570948992,1.047,872633024.0,22315000,0.828,0.917,2533863936,1.729,4.664,0.24384001,0.447,1490049024,393080000,535923008,-0.033,0.075,0.58805,0.34439,0.33845,0.22673,BRL,18.0,11.5,14.23333,13.1,2.88889,9,12.88,78583842.4,7.555
KEPL3.SA,1,2,7.72,7.68,7.54,7.7,7.72,7.68,7.54,7.7,2025-12-15 21:00:00,0.5992,0.027,8.93801,745500,745500,3008915,2645960,2645960.0,7.61,7.63,0,0,1319055488.0,1338121882,6.92,10.52,100.0,1.083333,0.8850939,9.4688,8.5697,0.0,0.0,BRL,,,,,,False,0.54,0.0699,7.93,8.455556,1,2,1354852864.0,0.10486,152497362,173331850,0.115930006,0.29723,0.027,173331850,,4.467,1.7058429,,,2025-12-30 21:00:00,2026-12-30 21:00:00,2025-12-30 21:00:00,0.285,156270000,0.9,0.85142,2:1,0.909,6.073,-0.019059718,0.16984439,0.144232,1765843200,,,8.949755,2023-04-03 21:00:00,86400,7.63,buy,316431008,1.826,223096992.0,333161984,1.353,1.956,1490300032,43.031,8.599,0.07988,0.20629999,353991008,-62335376,120350000,0.29,-0.134,0.23753001,0.1497,0.15231,0.10486,BRL,9.5,9.0,9.25,9.25,2.0,2,7.63,20188674.8,6.073
LAVV3.SA,1,2,14.84,14.84,14.25,14.84,14.84,14.84,14.25,14.84,2026-02-02 21:00:00,0.6123,,4.0112042,116800,116800,726401,1036610,1036610.0,14.32,14.34,,,2798619904.0,2900245783,8.95,18.98,18.98,4.22,1.5888629,17.3674,14.83275,0.0,0.0,BRL,,,,,,False,1.02,0.069,,6.7547174,1,2,2743248896.0,0.23507999,39059510,195434352,0.62113,0.24839,,195434353,,7.661,1.8705131,,,2025-12-30 21:00:00,2026-12-30 21:00:00,2025-12-30 21:00:00,-0.128,414072000,2.12,3.57,,1.557,7.117,0.56540084,0.16984439,1.023362,1770076800,,,4.0140057,,86400,14.36,strong_buy,906161984,4.637,385441984.0,465673984,2.664,4.463,1761398016,26.15,,0.05894,0.26358998,615308992,-516259744,-174692000,-0.128,-0.079,0.34932998,0.21882999,0.17848,0.23507999,BRL,26.0,18.0,22.2,23.0,1.4,5,14.36,14885719.6,7.117
UGPA3.SA,1,2,26.22,25.41,25.31,26.39,26.22,25.41,25.31,26.39,2025-12-07 21:00:00,0.7443,0.594,9.987883,2362600,2362600,6137641,8058340,8058340.0,26.13,26.16,0,0,27926888448.0,28023079104,15.58,28.0,6427221.5,2.884141,0.19615775,25.4362,21.10145,0.0,0.0,BRL,,,,,,False,1.75,0.066700004,3.24,11.119149,1,2,44891848704.0,0.017239999,624381274,1068767319,0.32734,0.41506,0.594,1068767319,,14.659,1.787298,,,2025-12-30 21:00:00,2026-12-30 21:00:00,2025-12-30 21:00:00,-0.616,2660165120,2.35,2.61617,2:1,0.315,7.035,0.48051953,0.16984439,1.0,1765152000,,,10.01464,2019-04-17 21:00:00,86400,26.25,buy,7026883072,6.575,6381184000.0,21832894464,1.148,1.619,142369538048,123.137,132.841,0.06954,0.16381,9358840832,1854222720,5452502016,-0.595,0.072,0.06574,0.04482,0.03091,0.017239999,BRL,34.0,22.0,27.825,27.75,2.125,16,26.25,211531425.0,7.035
WIZC3.SA,1,2,8.89,8.93,8.75,8.93,8.89,8.93,8.75,8.93,2025-12-28 21:00:00,0.21059999,0.861,8.0917425,153600,153600,534505,584420,584420.0,8.81,8.82,,,1410382208.0,1421575736,5.74,10.37,23.39,4.94,1.0326433,9.4082,8.48205,0.316,0.035545558,BRL,,,,,,False,0.57,0.0637,5.99,7.411764,1,2,2130110720.0,0.13915,75354708,159907282,0.52876,0.043449998,0.861,159907283,,4.364,2.0210817,,,2024-12-30 21:00:00,2025-12-30 21:00:00,2025-09-29 21:00:00,0.105,190056992,1.19,1.09,2:1,1.56,3.049,0.37191355,0.16984439,0.316091,1766966400,,,,2021-04-15 21:00:00,86400,8.83,none,294257984,1.84,698620032.0,397276992,0.966,1.072,1365798016,30.481,8.541,0.15544,0.27255,845518976,391504736,510968000,0.105,0.029,0.61907,0.51151,0.47759,0.13915,BRL,11.0,10.0,10.66667,11.0,,3,8.83,5160428.6,3.049
COGN3.SA,1,4,2.85,2.77,2.72,2.81,2.85,2.77,2.72,2.81,2025-12-25 21:00:00,0.5481,,4.647275,15100000,15100000,33251257,33278880,33278880.0,2.78,2.79,,,5547677184.0,5687366958,1.60909,4.75,19.545454,0.890909,0.7906432,3.6642,3.0943542,0.0,0.0,BRL,,,,,,False,0.18,0.0615,2.33,8.6875,1,4,10048939008.0,0.08915,1385028623,1995567354,0.0,2.20273,,1995567354,,8.191,0.34061775,,,2025-12-30 21:00:00,2026-12-30 21:00:00,2025-12-30 21:00:00,-0.762,625518976,0.32,0.5982,11:10,1.432,5.723,0.658731,0.16984439,0.114734,1766707200,,,4.663992,2025-12-25 21:00:00,86400,2.79,buy,1282892032,0.781,1756032000.0,6649824256,1.416,1.661,7016663040,49.424,3.59,0.03421,0.04341,4827043840,409491136,1285616000,-0.803,0.019,0.68794,0.25027,0.22408001,0.08915,BRL,6.0,3.7,4.67343,4.6,1.92308,13,2.79,92848075.2,5.723
LREN3.SA,1,2,15.09,14.9,14.57,14.91,15.09,14.9,14.57,14.91,2025-12-11 21:00:00,0.584,0.501,8.455211,2563800,2563800,14035825,16400510,16400510.0,14.69,14.71,0,0,14439687168.0,14832872224,11.77,19.87,16291.424,1.029967,0.9122034,14.9166,15.64665,0.838,0.055533465,BRL,,,,,,False,0.91,0.060399998,3.47,10.201388,1,2,15803937792.0,0.092080005,,982960386,0.0,0.84029996,0.501,982960386,,10.646,1.3808002,,,2025-12-30 21:00:00,2026-12-30 21:00:00,2025-12-30 21:00:00,0.134,1457565952,1.44,1.73739,11:10,0.998,6.715,0.25854874,0.16984439,0.227784,1765497600,,,8.460967,2024-12-11 21:00:00,86400,14.72,buy,1902811008,1.937,2353534976.0,2885366016,1.408,1.694,15829459968,27.595,15.663,0.059520002,0.13732,9767881728,1573137920,2801957120,0.215,0.048,0.61707,0.14868,0.1625,0.092080005,BRL,22.0,16.0,19.21333,19.0,1.66667,15,14.72,241415507.20000002,6.715
