date,portfolio_return
2023-06-02,0.02671164090322499
2023-06-05,0.0060710743313377976
2023-06-06,0.01742408344997771
2023-06-07,0.017111945097607523
2023-06-09,0.012045273408547084
2023-06-12,0.013372665646778472
2023-06-13,-0.021234712370362986
2023-06-14,0.0013971529347093722
2023-06-15,0.017413429619489777
2023-06-16,-0.0055809850240997935
2023-06-19,0.0076444419243989845
2023-06-20,0.004481799413178648
2023-06-21,0.003873625688000445
2023-06-22,-0.01683543766277985
2023-06-23,-0.0012176409044209377
2023-06-26,-0.0003175705753740797
2023-06-27,-0.006790672805835941
2023-06-28,-0.0010690400195189657
2023-06-29,0.019877325766947836
2023-06-30,0.01604233522752302
2023-07-03,-0.006952454625494151
2023-07-04,0.0001496211163253164
2023-07-05,0.005803290292568068
2023-07-06,-0.014767171642592905
2023-07-07,0.0011151391030987915
2023-07-10,-0.008668746481357938
2023-07-11,-0.014397178407885793
2023-07-12,0.02187255203360931
2023-07-13,0.008035051757413156
2023-07-14,-0.006566682989660679
2023-07-17,-0.010290946060745933
2023-07-18,0.00987136806831824
2023-07-19,0.003661868230098286
2023-07-20,0.006260730775840733
2023-07-21,0.00987603524991089
2023-07-24,0.00752690114475166
2023-07-25,0.011481897244142046
2023-07-26,0.005685658252607509
2023-07-27,-0.006252442071729506
2023-07-28,-0.0026601358600627156
2023-07-31,0.02144451086197229
2023-08-01,0.002264443524384191
2023-08-02,-0.0013595208499374378
2023-08-03,0.006889752197364139
2023-08-04,-0.006740189386880295
2023-08-07,-0.002310862759949181
2023-08-08,0.0007693486813396726
2023-08-09,0.01595571297830023
2023-08-10,0.005398255213299047
2023-08-11,0.0003215483947129397
2023-08-14,-0.0025077513351703354
2023-08-15,0.00587264470690816
2023-08-16,0.00372356419070369
2023-08-17,-0.008518575752032574
2023-08-18,-0.014114451511900659
2023-08-21,-2.7397020273841707e-05
2023-08-22,-0.005812149577645759
2023-08-23,0.0231171615198201
2023-08-24,0.006443371862920376
2023-08-25,-0.008404055912946282
2023-08-28,-0.012806671938775528
2023-08-29,-0.00018400866563563102
2023-08-30,0.0024885747116961186
2023-08-31,-0.01498994329147407
2023-09-01,-0.0012235069718259453
2023-09-04,-0.004272024912866028
2023-09-05,-0.00930656864363101
2023-09-06,0.0029870889111862677
2023-09-08,-0.004446572597229222
2023-09-11,0.014116980534395222
2023-09-12,0.016947403783563807
2023-09-13,0.0017921157726750292
2023-09-14,-0.002707322857600771
2023-09-15,-0.005002640268987673
2023-09-18,0.005488387241383906
2023-09-19,0.003843857610079779
2023-09-20,0.008499435597342871
2023-09-21,-0.017439662461315588
2023-09-22,-0.00606542699896908
2023-09-25,-0.02170793520872785
2023-09-26,-0.006304926335232623
2023-09-27,0.0006063502964802107
2023-09-28,0.016154800807202427
2023-09-29,0.021528462865109746
2023-10-02,-0.006372824174301113
2023-10-03,-0.013934318375825967
2023-10-04,-0.010136432758842306
2023-10-05,-0.01005992441570602
2023-10-06,-0.005141586627311629
2023-10-09,0.01616807820407537
2023-10-10,0.023428890063549267
2023-10-11,-0.00034867257908344435
2023-10-13,-0.009168847736486855
2023-10-16,0.005434346526691513
2023-10-17,0.0017502521473928957
2023-10-18,-0.0074504652694369665
2023-10-19,-0.0029492837249476362
2023-10-20,-0.007387189655113065
2023-10-23,-0.011416328587697177
2023-10-24,0.011178321789755514
2023-10-25,0.0025195946194368638
2023-10-26,0.004888888933331542
2023-10-27,0.00822386643534123
2023-10-30,-0.016667773664521688
2023-10-31,-0.009187820731618326
2023-11-01,0.014618274306265966
2023-11-03,0.040483804671659
2023-11-06,0.004472541421455646
2023-11-07,0.007965028370178857
2023-11-08,0.002236105672335897
2023-11-09,0.008731363547974205
2023-11-10,0.011270379106241027
2023-11-13,0.009435360430638686
2023-11-14,0.014679849263157387
2023-11-16,-0.001509177620176524
2023-11-17,-0.005285283157981622
2023-11-20,-0.007205627410405564
2023-11-21,-0.013176712953111328
2023-11-22,-0.011363581213887197
2023-11-23,-0.0008227750001715305
2023-11-24,-0.0014367859695749022
2023-11-27,0.004031068575477852
2023-11-28,0.016694174439712366
2023-11-29,0.013503388258436753
2023-11-30,0.003950145380773081
2023-12-01,0.017395827102451838
2023-12-04,-0.008848286802656742
2023-12-05,-0.012868264284158317
2023-12-06,-0.008991279927862627
2023-12-07,-0.006097458112749729
2023-12-08,0.012287274630160817
2023-12-11,0.000398311845365641
2023-12-12,0.0024541786621275256
2023-12-13,0.019505948603358858
2023-12-14,0.032222454516507515
2023-12-15,-0.01099544925224986
2023-12-18,-0.004305152143942175
2023-12-19,0.007676099732639993
2023-12-20,0.004729768587881578
2023-12-21,0.00032951574933944553
2023-12-22,-0.00520820121649417
2023-12-26,0.006158033721748675
2023-12-27,0.0036179579634553274
2023-12-28,0.00676654187947724
2024-01-02,-0.0028385714262021532
2024-01-03,-0.007329700769554341
2024-01-04,-0.006825886688418269
2024-01-05,-0.00568430170810046
2024-01-08,0.0018828889054808835
2024-01-09,0.009368804965955203
2024-01-10,0.0022487008860449993
2024-01-11,-0.0027647710484491102
2024-01-12,-0.0032732038895505106
2024-01-15,0.00761335647022765
2024-01-16,-0.00132009450839906
2024-01-17,0.00395095976691722
2024-01-18,0.0027330377512647377
2024-01-19,-0.0013435911413940853
2024-01-22,0.003753609008796636
2024-01-23,0.003638713221563757
2024-01-24,-0.0015481970644605843
2024-01-25,0.005466486785204388
2024-01-26,0.009834857304938825
2024-01-29,0.003412455628294071
2024-01-30,-0.004174061316172688
2024-01-31,0.005263068534705748
2024-02-01,0.007056171865494596
2024-02-02,-0.001126143711879741
2024-02-05,-0.0005454608896775438
2024-02-06,0.01607395349204326
2024-02-07,0.010126370797500365
2024-02-08,0.006585608866069403
2024-02-09,-0.009430124590525269
2024-02-14,-0.01323954344635181
2024-02-15,-0.0031138278987142593
2024-02-16,-0.0015133054263106376
2024-02-19,0.0004076697245429629
2024-02-20,0.008500063610246394
2024-02-21,0.017110143881075606
2024-02-22,0.011314580122177145
2024-02-23,-0.0014743215710855998
2024-02-26,0.0009966828453158568
2024-02-27,0.009275578917983621
2024-02-28,-0.009538656893832813
2024-02-29,-0.01256111818620691
2024-03-01,0.004086007897940533
2024-03-04,0.00016979389987715907
2024-03-05,-0.0006168725836903697
2024-03-06,0.006345680490409917
2024-03-07,0.0063850622700158816
2024-03-08,-0.024725460327285505
2024-03-11,0.003662167232767564
2024-03-12,0.008041669554699298
2024-03-13,0.008144169068321789
2024-03-14,0.006512903266390312
2024-03-15,-0.0009623639262531489
2024-03-18,-0.007428561079812938
2024-03-19,-0.00940894736415304
2024-03-20,0.005727246003054283
2024-03-21,0.002980966010889003
2024-03-22,-0.00808663762409461
2024-03-25,-0.0022395472792680364
2024-03-26,-0.0009916349408691236
2024-03-27,0.0055977496697478925
2024-03-28,0.0015774613228016624
2024-04-01,0.0043554472615863465
2024-04-02,0.0007665376798588954
2024-04-03,0.009759174638030822
2024-04-04,0.0013644139415396556
2024-04-05,-0.0009828792533716458
2024-04-08,0.0037680589335274393
2024-04-09,0.010476741585518534
2024-04-10,-0.014235430543118429
2024-04-11,-0.008584325747714528
2024-04-12,-0.012054282987230974
2024-04-15,-0.02681047067468901
2024-04-16,-0.01572294353724317
2024-04-17,0.011404033294067936
2024-04-18,0.004063808755197519
2024-04-19,0.003056300395974193
2024-04-22,0.008136953557357133
2024-04-23,-0.0012108266936765128
2024-04-24,0.005523046608130421
2024-04-25,0.005316889457954769
2024-04-26,0.013353852710528375
2024-04-29,0.01517671163475156
2024-04-30,-0.005390657956482777
2024-05-02,0.006196326733457513
2024-05-03,0.00997676834293977
2024-05-06,0.003869861177495543
2024-05-07,-0.01290505248315987
2024-05-08,-0.0064658125549721815
2024-05-09,-0.018922286317786075
2024-05-10,0.004757880991365754
2024-05-13,9.556417645664996e-05
2024-05-14,-0.005102088183226453
2024-05-15,-0.0136287616238224
2024-05-16,0.010530450136213598
2024-05-17,-0.009618596461771576
2024-05-20,-0.00996620689270069
2024-05-21,-0.006838874353076221
2024-05-22,-0.004313747320521966
2024-05-23,-0.003412926770762646
2024-05-24,0.000695801538780629
2024-05-27,-0.0034194789231284353
2024-05-28,0.009160865387106228
2024-05-29,-0.005595478169135533
2024-05-31,-0.004786000876776673
2024-06-03,0.002029998988979674
2024-06-04,-0.0015027581678656733
2024-06-05,0.012260578236285794
2024-06-06,0.014345545265351851
2024-06-07,-0.006676987408789501
2024-06-10,-0.009770600734146612
2024-06-11,0.0012783218427162596
2024-06-12,-0.013243024664034974
2024-06-13,-0.014021415189560625
2024-06-14,-0.007146964202449171
2024-06-17,-0.0068808292849658345
2024-06-18,0.005288676170829258
2024-06-19,0.003079165660126437
2024-06-20,0.013736683980265216
2024-06-21,-0.0014028453044620307
2024-06-24,0.012624478499828852
2024-06-25,0.01198519836376034
2024-06-26,0.008644007571833368
2024-06-27,0.012962360972683145
2024-06-28,0.0005238582943806625
2024-07-01,0.0048870131036253504
2024-07-02,0.0062430521613051106
2024-07-03,0.002554327320190587
2024-07-04,0.010149101778167685
2024-07-05,-0.007465869562772158
2024-07-08,-0.005134869695592242
2024-07-09,0.0037440373545400895
2024-07-10,0.010670510362501003
2024-07-11,0.013473942999057395
2024-07-12,0.00033929648027772845
2024-07-15,-0.00455977185133705
2024-07-16,0.004340913966193963
2024-07-17,0.009860381247549666
2024-07-18,-0.005513155712717353
2024-07-19,0.00019741314010820996
2024-07-22,0.004083451144339227
2024-07-23,-0.005596952166101273
2024-07-24,-0.00598552080857407
2024-07-25,-0.0040835744461634425
2024-07-26,-0.0030489924280116356
2024-07-29,-0.008694835792239964
2024-07-30,-0.005577996938934944
2024-07-31,0.029407284717419362
2024-08-01,0.009476552365065193
2024-08-02,-0.007799255720068356
2024-08-05,-0.02820175811983139
2024-08-06,0.008625700053200746
2024-08-07,0.02044132633885353
2024-08-08,0.009862522571519336
2024-08-09,0.007764888809721506
2024-08-12,0.016448998087561208
2024-08-13,0.00572635600517534
2024-08-14,0.005998860815678182
2024-08-15,0.006077965058770896
2024-08-16,0.003067549581901942
2024-08-19,0.0008573755005590831
2024-08-20,0.0017712067049204508
2024-08-21,0.0016492798689015059
2024-08-22,-0.017610296361548355
2024-08-23,0.00040625385117823914
2024-08-26,0.012664371428238994
2024-08-27,0.0009723659886388797
2024-08-28,0.005016493427900097
2024-08-29,0.000672250081286311
2024-08-30,-0.009584064860859321
2024-09-02,0.005655185503088004
2024-09-03,0.005513493212239227
2024-09-04,0.012175595247220396
2024-09-05,0.00542068705871105
2024-09-06,-0.0024476902860505957
2024-09-09,-0.002572377221062125
2024-09-10,-0.0009174043866634068
2024-09-11,0.0064577045017216745
2024-09-12,-0.002915547976155783
2024-09-13,0.009660233003916798
2024-09-16,0.010348929742094521
2024-09-17,-0.0006628923836157221
2024-09-18,-0.0052605751488533975
2024-09-19,-0.0045302973868240745
2024-09-20,-0.009334270857753912
2024-09-23,-0.013123489403832416
2024-09-24,0.0004551796568853945
2024-09-25,2.5525187356137925e-05
2024-09-26,-0.008124303493670906
2024-09-27,-0.010058638142801847
2024-09-30,-0.004995097121855828
2024-10-01,0.005751263963536866
2024-10-02,0.014268215745667303
2024-10-03,-0.010925186251512797
2024-10-04,-0.008215991700944359
2024-10-07,-0.006969351129235984
2024-10-08,-0.002362946875987641
2024-10-09,-0.0111133914463343
2024-10-10,-0.0025372570710774506
2024-10-11,-0.0061244394887763395
2024-10-14,0.0002532177966436097
2024-10-15,0.006200281567660611
2024-10-16,0.010892605319007136
2024-10-17,0.0028574789397878054
2024-10-18,0.0020446804254337847
2024-10-21,0.0002835859714802243
2024-10-22,-0.010131893773992614
2024-10-23,-0.0037112594914221896
2024-10-24,0.012646277907282632
2024-10-25,0.00600527986332815
2024-10-28,0.0007404621380069406
2024-10-29,0.003774116953919953
2024-10-30,-0.003932232610627626
2024-10-31,-0.00522884472864784
2024-11-01,-0.008068147950681058
2024-11-04,0.0009397547660375239
2024-11-05,-0.012632388712529537
2024-11-06,-0.01489057978958611
2024-11-07,0.0019235848213634927
2024-11-08,-0.01055825732644528
2024-11-11,0.010035912818529684
2024-11-12,0.009281138677853294
2024-11-13,0.0046960860744136345
2024-11-14,-0.0026270167441324157
2024-11-18,-0.0032074936913793037
2024-11-19,-0.002835588584999409
2024-11-21,-0.005013952223328595
2024-11-22,0.018760974532568458
2024-11-25,0.010089193883739021
2024-11-26,0.0029340327437672644
2024-11-27,-0.009837586132675952
2024-11-28,-0.04162117623498959
2024-11-29,-0.017183372954514668
2024-12-02,0.008646945889936893
2024-12-03,-0.00043436673914244424
2024-12-04,0.008310068023721416
2024-12-05,0.013430041589160658
2024-12-06,-0.0003738820201849889
2024-12-09,-0.00658680534307411
2024-12-10,0.009793937404087065
2024-12-11,0.003409644540940031
2024-12-12,-0.029173085816621643
2024-12-13,-0.02025350923943008
2024-12-16,-0.014852570424484223
2024-12-17,-0.0077992514775520935
2024-12-18,-0.020214752827006223
2024-12-19,-0.006297456328109885
2024-12-20,0.005099475314081668
2024-12-23,-0.000427580541565774
2024-12-26,-0.021785369733259587
2024-12-27,-0.0028227911386111615
2024-12-30,-0.004939623743337992
2025-01-02,-0.004441390509067733
2025-01-03,0.002268719549343404
2025-01-06,-0.003698507821760656
2025-01-07,0.014767202992514102
2025-01-08,-0.007580331443609094
2025-01-09,-0.0047193327953061704
2025-01-10,-0.0020327336320152445
2025-01-13,-0.0047260290073345606
2025-01-14,0.010581021879643361
2025-01-15,0.027292259226965477
2025-01-16,0.006908930386173429
2025-01-17,0.0009883246818122994
2025-01-20,0.00385148222570694
2025-01-21,0.007352339125979304
2025-01-22,0.013385545143902356
2025-01-23,0.0013923517589164152
2025-01-24,-0.0033957097478126814
2025-01-27,0.017554560342897284
2025-01-28,0.007950804403057229
2025-01-29,-0.00179905565251638
2025-01-30,0.01345594588985525
2025-01-31,0.01183428533236106
2025-02-03,0.003353239659628009
2025-02-04,0.0036125287841542613
2025-02-05,-0.006242552874776624
2025-02-06,0.0025226244677995563
2025-02-07,0.007024795076855806
2025-02-10,0.006873488350507261
2025-02-11,0.012585268277346287
2025-02-12,0.008102220939269014
2025-02-13,0.006795735377074837
2025-02-14,0.013845786134968634
2025-02-17,0.014827219592678872
2025-02-18,0.0024361645376008356
2025-02-19,-0.010472513617447093
2025-02-20,-0.00532818073904416
2025-02-21,0.008709470791848455
2025-02-24,-0.0014916701611364942
2025-02-25,-0.014312540521718112
2025-02-26,-0.01574173042664243
2025-02-27,-0.0223995657406264
2025-02-28,-0.004797043665553789
2025-03-05,-0.01988618163219195
2025-03-06,0.01018682712543916
2025-03-07,0.006723766081315279
2025-03-10,0.007860494799971796
2025-03-11,-0.009540554337207097
2025-03-12,0.0013169427307931204
2025-03-13,0.008807310127997113
2025-03-14,0.020418044351864346
2025-03-17,0.016068354464380444
2025-03-18,0.011334099114541078
2025-03-19,0.013417522485847704
2025-03-20,-0.0016415390911774421
2025-03-21,-0.004459152312750582
2025-03-24,0.0003034032361349877
2025-03-25,0.0037728771165765796
2025-03-26,0.015283137175140111
2025-03-27,0.009784134252192213
2025-03-28,-0.0014328532337891653
2025-03-31,-0.003920743218838637
2025-04-01,0.00445979754832108
2025-04-02,0.010740564777171094
2025-04-03,0.003648502617153599
2025-04-04,-0.03748345441438904
2025-04-07,-0.017737572128624954
2025-04-08,0.004403537950663016
2025-04-09,0.002378581385307287
2025-04-10,-0.002072881335173513
2025-04-11,-0.005297075842004532
2025-04-14,0.01971607464543176
2025-04-15,0.0013913847308932197
2025-04-16,0.0015820207779395398
2025-04-17,0.005816058529304417
2025-04-22,0.006090918007323802
2025-04-23,0.00810693194781812
2025-04-24,0.007037851264659581
2025-04-25,0.0006229851682013253
2025-04-28,0.002515951375608392
2025-04-29,-0.003408634800437369
2025-04-30,-0.0021356990292292774
2025-05-02,0.010615499585466103
2025-05-05,0.001290341782758931
2025-05-06,0.019957333202976026
2025-05-07,0.013982940041442214
2025-05-08,0.010370544300199722
2025-05-09,0.0011966937318307299
2025-05-12,-0.0027299612791479673
2025-05-13,0.0028063828081003072
2025-05-14,0.01292613796517612
2025-05-15,-0.0023281104129926995
2025-05-16,0.0025996235652029657
2025-05-19,-0.0032031140575547647
2025-05-20,0.0032813723649571273
2025-05-21,-0.00502373399715878
2025-05-22,-0.018878553828645568
2025-05-23,-0.0003271834350417777
2025-05-26,0.01613619522911312
2025-05-27,0.012535143298395052
2025-05-28,-0.003962455672085418
2025-05-29,-0.00781442297831392
2025-05-30,-0.006108171755514629
2025-06-02,0.003202268650536616
2025-06-03,-0.003349430891446215
2025-06-04,0.01554456112940551
2025-06-05,-0.0018149941776635975
2025-06-06,-0.0042221757055688185
2025-06-09,-0.0058433722500192764
2025-06-10,0.013649898158194292
2025-06-11,0.013552442578431642
2025-06-12,0.004787510024978987
2025-06-13,0.0011794675837839188
2025-06-16,0.0025982512627250615
2025-06-17,0.010184379231947161
2025-06-18,0.006592359915177296
2025-06-20,-0.005431507620305597
2025-06-23,-0.004846023397985764
2025-06-24,-0.006824131356685484
2025-06-25,-0.0025275945547015744
2025-06-26,0.010635959650190418
2025-06-27,-0.004469481127356141
2025-06-30,-0.0024229319534929588
2025-07-01,0.014024312505499162
2025-07-02,-0.003263935297986434
2025-07-03,0.0034440566220906503
2025-07-04,0.009741342774624386
2025-07-07,-0.0007590618766519536
2025-07-08,-0.00395873544903157
2025-07-09,-0.002232770347834199
2025-07-10,-0.011952155584965455
2025-07-11,0.0016487797969816306
2025-07-14,-0.011902907891425176
2025-07-15,0.004616415038878451
2025-07-16,-0.0010806661772854906
2025-07-17,-0.0008926971573454824
2025-07-18,-0.00768485559230672
2025-07-21,-0.0063500060619403245
2025-07-22,-0.00890093145363073
2025-07-23,-0.0024184250456523574
2025-07-24,-0.0022423643475419797
2025-07-25,0.002288967809835146
2025-07-28,-0.005329155465485347
2025-07-29,0.0008479287117739016
2025-07-30,0.010947348627387544
2025-07-31,0.004432230414742759
2025-08-01,0.020153103797029722
2025-08-04,-0.0005892251668527741
2025-08-05,0.003091302187704792
2025-08-06,0.02655602615188554
2025-08-07,0.01848811436018546
2025-08-08,-0.007316424710958965
2025-08-11,-0.004619299343761099
2025-08-12,0.006215255183398178
2025-08-13,-0.009778336907584595
2025-08-14,-0.0019638648257707027
2025-08-15,0.0033917093781978564
2025-08-18,0.006703281605506226
2025-08-19,-0.010743804582884613
2025-08-20,-0.0004339616000899924
2025-08-21,0.003544143490553296
2025-08-22,0.011972130317484639
2025-08-25,0.017071429127428466
2025-08-26,0.0013021650833686844
2025-08-27,0.0032459649377106414
2025-08-28,0.014725730188557351
2025-08-29,0.0028345834088871424
2025-09-01,-0.006317878272675656
2025-09-02,-0.003973749241064617
2025-09-03,0.003466626793955066
2025-09-04,0.0013032506310823692
2025-09-05,0.008470700747773027
2025-09-08,-0.00031621230540821506
2025-09-09,-0.012660169649393841
2025-09-10,-0.0034589994208271972
2025-09-11,-0.0008476266940676297
2025-09-12,0.0007398898137581942
2025-09-15,0.00523324189674276
2025-09-16,0.000780462242638345
2025-09-17,0.0029991881558927955
2025-09-18,0.0005380791481080272
2025-09-19,-0.0009517676603513504
2025-09-22,-0.006357182205193626
2025-09-23,0.012181070120133452
2025-09-24,0.005659430990730456
2025-09-25,-0.0048784625963267615
2025-09-26,0.0032048626621344976
2025-09-29,0.005766011154242104
2025-09-30,0.008030707899369488
2025-10-01,-0.005274262392589523
2025-10-02,-0.010396322415609999
2025-10-03,-0.0028800885308187477
2025-10-06,0.001437525242101309
2025-10-07,-0.02351236928896436
2025-10-08,-0.00915425906407827
2025-10-09,-0.007500156173338841
2025-10-10,-0.010701156622262103
2025-10-13,-0.0006130322995221034
2025-10-14,-0.004197070232046962
2025-10-15,0.006133698738602544
2025-10-16,0.0027085396222034314
2025-10-17,0.006169539200428603
2025-10-20,0.01764193609224187
2025-10-21,0.001229602730988726
2025-10-22,0.006750169671090151
2025-10-23,0.015195203996916968
2025-10-24,0.009181021803040413
2025-10-27,0.009219080684824792
2025-10-28,0.0011976902021721082
2025-10-29,0.005778210621566179
2025-10-30,0.0003029430676715772
2025-10-31,0.004024320455307662
2025-11-03,-0.0009530262254154784
2025-11-04,0.002680033090890777
2025-11-05,0.012111938172109081
2025-11-06,0.003504299166854964
2025-11-07,0.00855609450731546
2025-11-10,0.01475561851748763
2025-11-11,0.010334351263157545
2025-11-12,0.0022770770501363965
2025-11-13,-0.008253303641588357
2025-11-14,0.01380416667222264
2025-11-17,0.002875715274289872
2025-11-18,-0.0022175860359092046
2025-11-19,-0.0016218441342945855
2025-11-21,-0.0035231268334632083
2025-11-24,0.007855177562648545
2025-11-25,0.004884160907700152
2025-11-26,0.004611248520478878
2025-11-27,0.0006643254303328842
2025-11-28,-0.007608123541279539
2025-12-01,-0.005167247680729204
2025-12-02,-0.008143153360327563
2025-12-03,-0.003067360759956823
2025-12-04,0.0005071897871217286
2025-12-05,-0.010650735154751033
2025-12-08,-0.019558577231589873
2025-12-09,-0.009323130331640698
2025-12-10,0.005604646363589323
2025-12-11,0.00047187407202861284
2025-12-12,0.00011930348530461447
2025-12-15,0.008696753995297816
2025-12-16,-0.02523973863314925
2025-12-17,-0.05290839107386614
2025-12-18,-0.009934846105739609
2025-12-19,0.0018477905879283648
2025-12-22,-0.017726829422971078
2025-12-23,-0.0064196928610027485
2025-12-26,0.0008025368081103686
2025-12-29,-9.299948432653928e-05
2025-12-30,0.005947926351538346
2026-01-02,-0.0031143597775809767
2026-01-05,0.0016931648730065438
2026-01-06,0.0090888483566623
2026-01-07,-0.0153232806989151
2026-01-08,0.005869949719852087
2026-01-09,0.017114811184215515
2026-01-12,0.0016489043464596746
2026-01-13,-0.013034041498983061
2026-01-14,0.008457604065553497
2026-01-15,0.012549829668713541
2026-01-16,-0.00880471607657255
2026-01-19,0.005684567491514717
2026-01-20,0.013044332635660691
2026-01-21,0.02088066006204209
2026-01-22,0.01256113302032787
2026-01-23,0.01483545533341569
2026-01-26,0.007742153529388817
2026-01-27,0.01912866427654631
2026-01-28,0.011163534968831856
2026-01-29,0.005656158778410596
2026-01-30,-0.011483692108354693
2026-02-02,0.011355769235363444
2026-02-03,0.022244407788419605
2026-02-04,-0.010867716388968798
2026-02-05,0.004034041615529676
2026-02-06,0.019833962537457544
2026-02-09,0.014623366980315697
2026-02-10,0.009477150739669614
2026-02-11,0.022477843258157968
2026-02-12,0.004331150016569852
2026-02-13,-0.005858894294775212
2026-02-18,0.01194699504667014
2026-02-19,0.007595089399969649
2026-02-20,-0.0015453042161451271
2026-02-23,0.006995305834410147
2026-02-24,0.006087445422522461
2026-02-25,-0.002008139444198798
2026-02-26,-0.0023352177260412975
2026-02-27,-0.002704453774114786
2026-03-02,-0.004891470734644387
2026-03-03,-0.03147793728140067
2026-03-04,0.013483728335504241
2026-03-05,-0.0153495432273483
2026-03-06,-0.004173151495077549
2026-03-09,0.009340370633364604
2026-03-10,0.0032045264992500207
2026-03-11,0.010577487154159987
2026-03-12,-0.005643681742885805
2026-03-13,-0.004173324534003597
2026-03-16,0.008214034448541022
2026-03-17,0.004655418093200719
2026-03-18,-0.007053319031871753
2026-03-19,-0.018071832729509345
